0,0.03653
1,0.00669
2,0.00304
3,0.00228
4,0.00192
5,0.00177
6,0.00155
7,0.00142
8,0.00127
9,0.00117
10,0.00112
11,0.00109
12,0.00108
13,0.00097
14,0.00094
15,0.00102
16,0.0009
17,0.00082
18,0.00082
19,0.00085
20,0.00081
21,0.00081
22,0.00073
23,0.00088
24,0.0008
25,0.00072
26,0.00078
27,0.00073
28,0.00068
29,0.00072
30,0.00061
31,0.00065
32,0.0006
33,0.00061
34,0.00064
35,0.00069
36,0.00066
37,0.00069
38,0.00059
39,0.00065
40,0.00061
41,0.00057
42,0.00053
43,0.00052
44,0.00063
45,0.00061
46,0.00057
47,0.00053
48,0.00049
49,0.00047
50,0.00047
51,0.00053
52,0.00049
53,0.00053
54,0.00068
55,0.00057
56,0.00049
57,0.00047
58,0.00048
59,0.00045
60,0.00046
61,0.00045
62,0.00044
63,0.00045
64,0.00048
65,0.00042
66,0.00043
67,0.00042
68,0.00042
69,0.00041
70,0.00048
71,0.00052
72,0.00047
73,0.0005
74,0.00056
75,0.00045
76,0.00045
77,0.0004
78,0.00047
79,0.00065
80,0.00043
81,0.0004
82,0.00044
83,0.00039
84,0.00035
85,0.00036
86,0.00034
87,0.00035
88,0.00032
89,0.00036
90,0.00035
91,0.00039
92,0.00041
93,0.00036
94,0.00036
95,0.00036
96,0.0004
97,0.00038
98,0.00046
99,0.0004
